"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl";"lca_tax_greengenes";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"525911";"11";"G1";"Flectobacillus sp. G1";"0.992843";"101";"0";"0";"99.335";"99";"5294";"43011";"243";"1201";"1201";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Flectobacillus;";"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;";"Bacteria;""Bacteroidetes"";Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;";"Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Flectobacillus;"
"525911";"12";"G2";"Aquitalea sp. G2";"0.996557";"103";"0";"0";"99.8256";"99";"5294";"43019";"243";"1224";"1224";"none";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquitalea;s__magnusonii;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Aquitalea;"
"525911";"13";"G4";"Acinetobacter sp. G4";"0.987557";"106";"0";"0";"97.4206";"98";"1106";"42989";"50";"1405";"1405";"none";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"
"525911";"14";"G5";"Novosphingobium sp. G5";"0.990076";"109";"0";"0";"98.3163";"99";"1105";"43019";"50";"1365";"1365";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;"
"525911";"15";"G6";"Aquitalea sp. G6";"0.995617";"108";"0";"0";"99.6986";"99";"1119";"43019";"56";"1403";"1403";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquitalea;s__magnusonii;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Aquitalea;"
"525911";"16";"G7";"Pseudomonas sp. G7";"0.989085";"109";"0";"0";"99.4342";"98";"1106";"43019";"50";"1411";"1411";"none";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"
"525911";"17";"G8";"Pseudomonas sp. G8";"0.990184";"109";"0";"0";"98.8685";"99";"1106";"43020";"50";"1412";"1412";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"
"525911";"18";"G9";"Vogesella sp. G9";"0.970668";"108";"0";"0";"93.75";"97";"1119";"43020";"56";"1406";"1406";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Crenobacter;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;Crenobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;"
"525911";"19";"G12";"Massilia sp. G12";"0.995551";"109";"0";"0";"98.5684";"99";"1119";"43028";"56";"1401";"1401";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;"
"525911";"20";"G18";"Acinetobacter sp. G18";"0.995013";"107";"0";"0";"99.9023";"99";"1106";"43019";"50";"1411";"1411";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"
"525911";"21";"G16";"Flavobacterium sp. G16";"0.998115";"106";"0";"0";"97.8324";"99";"1119";"43020";"56";"1384";"1384";"none";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;";"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans;";"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;";"Bacteria;""Bacteroidetes"";Flavobacteriia;""Flavobacteriales"";Flavobacteriaceae;Flavobacterium;";"Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"
"525911";"22";"G21";"Duganella  sp. G21";"0.99145";"108";"0";"0";"96.8661";"99";"1119";"43028";"56";"1402";"1402";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Oxalobacteraceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;"
"525911";"23";"G22";"Massilia sp. G22";"0.996258";"109";"0";"0";"98.3583";"99";"1119";"43028";"56";"1400";"1400";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;"
"525911";"24";"G23";"Massilia sp. G23";"0.987314";"107";"0";"0";"97.359";"98";"1119";"43019";"56";"1398";"1398";"none";"Bacteria;Proteobacteria;Betaproteobacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Oxalobacteraceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;"
"525911";"25";"OTU1_D1_213891";"None";"0.993521";"93";"0";"0";"99.5556";"99";"6425";"25317";"357";"450";"450";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Methyloversatilis;";"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Methyloversatilis;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Methyloversatilis;"
"525911";"26";"OTU2_G7_159865";"None";"0.996938";"90";"0";"0";"99.7778";"99";"6425";"25317";"357";"450";"450";"none";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;";"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;"
"525911";"27";"OTU3_D2_127854";"None";"0.996898";"97";"0";"0";"96.6667";"99";"6425";"25317";"357";"450";"450";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;unclassified_Xanthomonadaceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;uncultured;"
"525911";"28";"OTU4_G7_141889";"None";"0.983614";"94";"0";"0";"96.0089";"98";"6425";"25317";"357";"450";"450";"none";"Bacteria;Proteobacteria;Betaproteobacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vogesella;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Vogesella;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;Vogesella;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Vogesella;"
"525911";"29";"OTU5_G2_102759";"None";"0.990338";"95";"0";"0";"99.5565";"99";"6425";"25317";"357";"451";"451";"none";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;";"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__vulcani;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Geobacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;"
"525911";"30";"OTU6_D7_57056";"None";"0.98625";"92";"0";"0";"99.2941";"98";"6425";"25317";"357";"425";"425";"none";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;"
"525911";"31";"OTU7_G7_143142";"None";"0.979048";"94";"0";"0";"93.7778";"97";"6425";"25317";"357";"450";"450";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;";"Unclassified;";"Bacteria;""Acidobacteria"";Holophagae;Holophagales;Holophagaceae;";"Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;"
"525911";"32";"OTU8_G1_2344";"None";"0.986387";"93";"0";"0";"99.3023";"98";"6425";"25317";"357";"430";"430";"none";"Bacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;";"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Kitasatospora;";"Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora;"
"525911";"33";"OTU9_G1_30929";"None";"0.98683";"91";"0";"0";"99.1091";"98";"6425";"25317";"357";"449";"449";"none";"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;";"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae 1;Paenibacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;"
"525911";"34";"OTU10_G7_154591";"None";"0.985452";"93";"0";"0";"98.829";"98";"6425";"25317";"357";"427";"427";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;Cystobacterineae;";"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Anaeromyxobacter;"
"525911";"35";"OTU11_G7_152287";"None";"0.982804";"94";"0";"0";"96.7136";"98";"6425";"25317";"357";"425";"425";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Roseiarcaceae;Roseiarcus;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;"
"525911";"36";"OTU12_G7_143251";"None";"0.993548";"95";"0";"0";"99.3363";"99";"6425";"25317";"357";"450";"450";"none";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Mitsuaria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles;s__depolymerans;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Roseateles;"
"525911";"37";"OTU13_D4_175154";"None";"0.992146";"94";"0";"0";"99.5556";"99";"6425";"25317";"357";"450";"450";"none";"Unclassified;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;"
"525911";"38";"OTU14_G2_94984";"None";"0.982548";"93";"0";"0";"91.784";"98";"6425";"25317";"357";"426";"426";"none";"Bacteria;environmental samples;";"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;";"Unclassified;";"Bacteria;""Chloroflexi"";Ktedonobacteria;Ktedonobacterales;unclassified_Ktedonobacterales;";"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-2;"
"525911";"39";"OTU15_G7_153770";"None";"0.980176";"93";"0";"0";"97.7528";"98";"6425";"25317";"357";"445";"445";"none";"Bacteria;";"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavihumibacter;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";Chitinophagaceae;Flavihumibacter;";"Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;"
"525911";"40";"OTU16_D2_113086";"None";"0.97691";"91";"0";"0";"89.9297";"97";"6425";"25317";"357";"426";"426";"none";"Bacteria;";"k__Bacteria;p__TM7;c__TM7-1;";"Unclassified;";"Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis;";"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;"
"525911";"41";"OTU17_D7_50990";"None";"0.993027";"95";"0";"0";"96.8958";"99";"6425";"25317";"357";"450";"450";"none";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chitinimonadaceae;Chitinimonas;"
"525911";"42";"OTU18_D2_124543";"None";"0.98701";"93";"0";"0";"99.3348";"98";"6425";"25318";"357";"451";"451";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;"
"525911";"43";"OTU19_G2_102700";"None";"0.968626";"93";"0";"0";"95.3437";"96";"6425";"25317";"357";"451";"451";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"
"525911";"44";"OTU20_G4_245722";"None";"0.990067";"95";"0";"0";"99.5556";"99";"6425";"25317";"357";"450";"450";"none";"Unclassified;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Aquitalea;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Aquitalea;"
"525911";"45";"OTU21_G7_143605";"None";"0.938379";"93";"0";"0";"90.4656";"93";"6425";"25317";"357";"450";"450";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Leeia;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Neisseriales;Neisseriaceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;"
"525911";"46";"OTU22_D2_113763";"None";"0.990248";"94";"0";"0";"99.5565";"99";"6425";"25317";"357";"451";"451";"none";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"
"525911";"47";"OTU23_G4_267802";"None";"0.98558";"90";"0";"0";"96.0373";"98";"6425";"25317";"357";"428";"428";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__bacteriovorus;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;";"Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;"
"525911";"48";"OTU24_G7_145595";"None";"0.970256";"95";"0";"0";"94";"97";"6425";"25317";"357";"450";"450";"none";"Bacteria;Proteobacteria;Betaproteobacteria;";"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;";"Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;"
"525911";"49";"OTU25_D4_184121";"None";"0.989719";"93";"0";"0";"99.5294";"98";"6425";"25317";"357";"425";"425";"none";"Bacteria;";"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;"
